tweet,class,sentiment
obama debating game,0,neutral
obama fast furious suit needs forward,0,neutral
candy crowley admitted obama wrong lol,0,neutral
focus group member calls public,-1,negative
obama killed tonight haha,1,positive
tigers obama good night,1,positive
good chance nigger nut face tomorrow would obama nigger,0,neutral
everybody either love obama love romney love,0,neutral
abc fox news share romney poll support abc fox,0,neutral
need wake look back past years honestly tell good obama done nothing answer,-1,negative
many white people see pres obama think nigger way look black person,0,neutral
like people person use mind way like president obama,1,positive
seriously obama,1,positive
obama lies right,-1,negative
obama thing tonight great come back,1,positive
obama new,0,neutral
king obama looked kind old tonight michelle needs give dude,0,neutral
support freedom love liberty let obama win term join fight today,-1,negative
obama talk done complete shit,-1,negative
obama sucks,-1,negative
please tell obama side cut,1,positive
obama got angry lying libya obama said offensive lying top,-1,negative
asked even debating said vote obama,0,neutral
fun facts something read today mess obama inherited read,0,neutral
barack obama,0,neutral
would better economy percent romney percent obama,0,neutral
believe jesus came obama came anyone process,0,neutral
michelle obama ann romney pretty pink presidential debate real news,0,neutral
obama working americans need start working fuck,0,neutral
candidates second debate president barack obama took stage tuesday,1,positive
obama performance solid close,1,positive
obama debate electoral washington oct,0,neutral
obama mean said president something,0,neutral
guys get debate obama brought weed give substance,0,neutral
vote obama cause fighting keep food stamps shit come,1,positive
obama give years still total destruction american economy,-1,negative
obama,-1,negative
vote obama ima vote obama,1,positive
fan obama yeah said,-1,negative
since obama kept promises must change,-1,negative
obama debate romney,0,neutral
lmao obama said got binder women michelle obama,0,neutral
thinks obama lost debate,0,neutral
obama raised voice talking points last debate still empty,0,neutral
obama got,1,positive
crowley hard obama disastrous debate,0,neutral
obama video lied whats cover,-1,negative
wait need read obama done republicans stopped,0,neutral
people mean,1,positive
throwing word needs stop like right like obama put,0,neutral
obama obama obama obama obama,1,positive
obama calls assault weapons ban abc news blog,0,neutral
obama,1,positive
watched debate sure obama clear winner hard beat good liar,1,positive
obama already sent since end president ial debate,0,neutral
dope obama said going fix first term another broken promise,-1,negative
see add also obama calling yesterday,-1,negative
news analysis form obama,0,neutral
either agree obama either way use,0,neutral
basically realize voted obama still mean shit vote means nothing,0,neutral
sad get watch landslide victory obama saw one president americans stage tonight obama,1,positive
obama wins nov results would lied,1,positive
obama know answer way lie answer blame someone else mistakes,-1,negative
obama,0,neutral
msnbc said obama clearly,-1,negative
obama watch,0,neutral
obama debate doubt,1,positive
vote obama,1,positive
made donation today support president obama,1,positive
like obama try someone new ideas realize makes sense,0,neutral
know terrible giving white women damn obama,0,neutral
joe biden said know terror attack day could obama call one,0,neutral
obama horrible obama,-1,negative
obama laws,0,neutral
barack obama please check facts,-1,negative
,0,neutral
low cost,0,neutral
drink obama biden,-1,negative
team obama,0,neutral
obama president always responsible spent past four years blaming bush,-1,negative
yeah watched tonight obama actually awesome,1,positive
way president history obama,-1,negative
michelle obama ann romney support debate,0,neutral
obama turns around,0,neutral
obama romney,0,neutral
obama rules,0,neutral
axelrod obama chris drop via,0,neutral
lost obama tonight happy see president aggressive tonight,1,positive
deserves die obama taliban,-1,negative
momentum going romney way looks like winner obama last disastrous four years,-1,negative
guy thinks libs obama helping enough tonight lying comment,0,neutral
personally fan town hall good obama clearly took one,1,positive
sound like obama full mistakes fine help right,-1,negative
ann romney michelle obama second debate face wore pink dress best first lady,0,neutral
obama first president history get teenagers president ial debate,0,neutral
obama,0,neutral
krauthammer big bird obama excuses,-1,negative
binders full women president obama,1,positive
obama governor last person going get tough china hahaha straight gave,1,positive
news analysis second debate obama strikes back times share friends top news,1,positive
president obama show debate president obama took liar right front eyes,1,positive
give obama break libya question remember everything read teleprompter without thinking,1,positive
think president ial debate click vote tell think romney,0,neutral
never forget said obama weed,0,neutral
obama female voters hill ballot,0,neutral
read great comments apparently clear win obama second debate right world,1,positive
day libya attack obama acts terror,0,neutral
obama president ial debate narrow margin,0,neutral
obama thank fighting another four years even though,1,positive
obama never uses word terror,0,neutral
obama know love,1,positive
well fail,1,positive
